SCAMID,URL_ID
12300,733
12300,741
12300,742
12300,743
12300,733
12300,733
12300,744
12325,745
12331,746
12331,746
12331,747
12331,748
12331,749
12341,750
12341,750
12342,30
12355,751
12390,752
12390,753
12414,754
12421,755
12444,756
12444,757
12444,30
12448,410
12454,183
12469,758
12469,759
12469,760
12469,761
12495,762
12501,300
12501,410
12509,717
12509,763
12509,763
12509,719
12547,764
12547,765
12547,764
12547,764
12555,714
12564,714
12575,766
12575,766
12588,767
12594,768
12609,30
12613,769
12613,770
12694,771
12694,772
12694,772
12694,773
12694,772
12694,773
12694,774
12694,775
12694,776
12733,777
12741,115
12749,778
12749,778
12750,779
12750,779
12790,780
12792,781
12800,782
12810,168
12810,183
12810,783
12834,35
12834,784
12842,785
12880,786
12880,375
12880,787
12886,81
12933,788
12933,789
12933,790
12937,791
12952,792
12952,792
12952,792
12952,792
12956,492
12956,493
12964,793
12969,794
12997,795
12997,796
12997,797
13024,798
13076,799
13124,35
13126,800
13144,663
13152,30
13152,30
13152,30
13153,801
13160,802
13171,803
13171,804
13171,800
13189,805
13239,806
13289,194
13289,298
13296,807
13306,808
13309,809
13316,493
13324,183
13324,81
13324,810
13335,183
13335,81
13337,183
13337,811
13350,812
13381,813
13402,814
13413,815
13413,815
13413,816
13424,817
13425,818
13501,819
13507,820
13533,821
13541,81
13546,81
13546,822
13546,115
13574,823
13614,824
13638,825
13643,1
13643,826
13643,826
13643,827
13643,828
13650,183
13695,829
13695,830
13695,831
13695,832
13695,833
13700,834
13708,835
13718,836
13718,837
13718,836
13721,30
13744,194
13744,194
13761,194
13761,298
13772,838
13772,838
13772,839
13772,840
13772,841
13772,839
13772,840
13830,842
13830,843
13830,844
13830,845
13830,845
13830,846
13830,847
13869,848
13890,849
13894,834
13894,850
13894,851
13894,850
13905,115
13905,852
13906,115
13906,852
13944,853
13944,854
13947,855
13947,855
13956,856
13972,857
14024,858
14024,859
14049,183
14101,860
14117,861
14146,862
14161,863
14168,864
14172,300
14172,81
14182,183
14182,81
14199,865
14200,30
14211,866
14221,867
14221,868
14221,869
14244,194
14244,714
14260,870
14260,871
14260,872
14260,873
14274,874
14274,875
14303,876
14317,877
14330,878
14361,410
14364,879
14364,880
14364,881
14364,882
14364,883
14383,884
14383,885
14383,886
14384,887
14408,81
14437,888
14437,889
14450,890
14460,891
14480,298
14480,892
14520,893
14542,894
14542,81
14577,393
14577,895
14577,896
14580,897
14618,898
14619,899
14621,900
14629,30
14651,901
14651,30
14659,902
14659,902
14689,903
14689,904
14711,905
14711,905
14759,81
14769,906
14769,907
14769,907
14769,907
14811,908
14811,909
14834,910
14834,911
14839,912
14839,913
14839,913
14839,914
14839,915
14839,915
14839,915
14858,916
14866,917
14866,183
14866,81
14866,918
14866,919
14866,920
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,918
14866,919
14866,918
14866,918
14866,920
14871,115
14883,762
14892,921
14892,30
14892,922
14898,923
14898,924
14902,925
14914,194
14914,926
14921,652
14929,927
14939,928
14950,929
14976,930
14977,931
15028,932
15028,933
15056,934
15060,934
15068,935
15085,936
15092,937
15116,938
15127,939
15127,940
15127,941
15128,942
15131,943
15140,375
15143,944
15157,943
15163,375
15180,887
15197,904
15235,945
15242,183
15242,946
15242,946
15247,848
15253,947
15253,948
15253,949
15253,948
15253,949
15253,948
15263,183
15267,950
15267,951
15273,952
15297,375
15297,375
15304,953
15305,954
15308,955
15308,955
15309,956
15323,948
15346,957
15346,958
15369,848
15369,848
15411,959
15443,948
15443,126
15452,960
15454,961
15454,962
15488,963
15490,964
15498,965
15498,966
15518,907
15518,967
15522,298
15534,968
15571,81
15571,969
15579,970
15580,30
15584,971
15586,972
15590,973
15598,974
15612,375
15612,375
15612,375
15612,375
15612,375
15612,375
15612,375
15612,375
15612,375
15612,975
15612,375
15613,976
15613,976
15665,977
15666,978
15678,979
15678,980
15678,981
15678,982
15688,983
15696,984
15721,985
15722,986
15722,987
15722,986
15722,988
15722,989
15722,988
15724,990
15734,991
15738,992
15738,993
15739,994
15758,995
15758,996
15758,997
15758,998
15758,999
15758,1000
15758,1001
15758,1002
15758,1003
15758,1004
15758,1005
15758,1006
15758,392
15762,1007
15765,183
15765,81
15765,1008
15765,969
15765,1008
15765,1009
15786,1010
15794,1011
