ID,DATE
1497,2017-02-03
1498,2017-02-02
1499,2017-02-01
1500,2017-01-31
1501,2017-01-30
1502,2017-01-29
1503,2017-01-28
1504,2017-01-27
1505,2017-01-26
1506,2017-01-25
1507,2017-01-24
1508,2017-01-23
1509,2017-01-22
1510,2017-01-21
1511,2017-01-20
1512,2017-01-19
1513,2017-01-18
1514,2017-01-17
1515,2017-01-16
1516,2017-01-15
1517,2017-01-14
1518,2017-01-13
1519,2017-01-12
1520,2017-01-11
1521,2017-01-10
1522,2017-01-09
1523,2017-01-08
1524,2017-01-07
1525,2017-01-06
1526,2017-01-05
1527,2017-01-04
1528,2017-01-03
1529,2017-01-02
1530,2017-01-01
1531,2016-12-31
1532,2016-12-30
1533,2016-12-29
1534,2016-12-28
1535,2016-12-27
1536,2016-12-26
1537,2016-12-24
1538,2016-12-23
1539,2016-12-22
1540,2016-12-21
1541,2016-12-20
1542,2016-12-19
1543,2016-12-18
1544,2016-12-17
1545,2016-12-16
1546,2016-12-15
1547,2016-12-14
1548,2016-12-13
1549,2016-12-12
1550,2016-12-11
1551,2016-12-10
1552,2016-12-09
1553,2016-12-08
1554,2016-12-07
1555,2016-12-06
1556,2016-12-05
1557,2016-12-04
1558,2016-12-03
1559,2016-12-02
1560,2016-12-01
1561,2016-11-30
1562,2016-11-29
1563,2016-11-28
1564,2016-11-27
1565,2016-11-26
1566,2016-11-25
1567,2016-11-23
1568,2016-11-22
1569,2016-11-21
1570,2016-11-20
1571,2016-11-19
1572,2016-11-18
1573,2016-11-17
1574,2016-11-16
1575,2016-11-15
1576,2016-11-14
1577,2016-11-13
1578,2016-11-12
1579,2016-11-11
1580,2016-11-10
1581,2016-11-09
1582,2016-11-08
1583,2016-11-07
1584,2016-11-03
1585,2016-11-02
1586,2016-11-01
1587,2016-10-31
1588,2016-10-30
1589,2016-10-29
1590,2016-10-28
1591,2016-10-27
1592,2016-10-26
1593,2016-10-25
1594,2016-10-24
1595,2016-10-23
1596,2016-10-22
1597,2016-10-21
1598,2016-10-20
1599,2016-10-19
1600,2016-10-18
1601,2016-10-17
1602,2016-10-15
1603,2016-10-14
1604,2016-10-13
1605,2016-10-12
1606,2016-10-11
1607,2016-10-10
1608,2016-10-09
1609,2016-10-08
1610,2016-10-07
1611,2016-10-06
1612,2016-10-05
1613,2016-10-04
1614,2016-10-03
1615,2016-10-01
1616,2016-09-30
1617,2016-09-29
1618,2016-09-28
1619,2016-09-27
1620,2016-09-26
1621,2016-09-25
1622,2016-09-23
1623,2016-09-22
1624,2016-09-21
1625,2016-09-20
1626,2016-09-19
1627,2016-09-18
1628,2016-09-17
1629,2016-09-16
1630,2016-09-15
1631,2016-09-14
1632,2016-09-13
1633,2016-09-12
1634,2016-09-11
1635,2016-09-10
1636,2016-09-09
1637,2016-09-08
1638,2016-09-07
1639,2016-09-06
1640,2016-09-05
1641,2016-09-03
1642,2016-09-02
1643,2016-09-01
1644,2016-08-31
1645,2016-08-30
1646,2016-08-29
1647,2016-08-28
1648,2016-08-27
1649,2016-08-26
1650,2016-08-25
1651,2016-08-24
1652,2016-08-23
1653,2016-08-22
1654,2016-08-21
1655,2016-08-20
1656,2016-08-19
1657,2016-08-18
1658,2016-08-17
1659,2016-08-16
1660,2016-08-15
1661,2016-08-14
1662,2016-08-13
1663,2016-08-12
1664,2016-08-11
1665,2016-08-10
1666,2016-08-09
1667,2016-08-08
1668,2016-08-07
1669,2016-08-06
1670,2016-08-05
1671,2016-08-04
1672,2016-08-03
1673,2016-08-02
1674,2016-08-01
1675,2016-07-31
1676,2016-07-29
1677,2016-07-28
1678,2016-07-27
1679,2016-07-26
1680,2016-07-25
1681,2016-07-24
1682,2016-07-23
1683,2016-07-22
1684,2016-07-21
1685,2016-07-20
1686,2016-07-19
1687,2016-07-18
1688,2016-07-17
1689,2016-07-16
1690,2016-07-15
1691,2016-07-14
1692,2016-07-13
1693,2016-07-12
1694,2016-07-11
1695,2016-07-10
1696,2016-07-09
1697,2016-07-08
1698,2016-07-07
1699,2016-07-06
1700,2016-07-05
1701,2016-07-03
1702,2016-07-02
1703,2016-07-01
1704,2016-06-30
1705,2016-06-29
1706,2016-06-28
1707,2016-06-27
1708,2016-06-26
1709,2016-06-25
1710,2016-06-24
1711,2016-06-23
1712,2016-06-22
1713,2016-06-21
1714,2016-06-20
1715,2016-06-19
1716,2016-06-18
1717,2016-06-17
1718,2016-06-16
1719,2016-06-15
1720,2016-06-14
1721,2016-06-13
1722,2016-06-12
1723,2016-06-11
1724,2016-06-10
1725,2016-06-09
1726,2016-06-08
1727,2016-06-07
1728,2016-06-06
1729,2016-06-05
1730,2016-06-04
1731,2016-06-03
1732,2016-06-02
1733,2016-06-01
1734,2016-05-31
1735,2016-05-30
1736,2016-05-28
1737,2016-05-27
1738,2016-05-26
1739,2016-05-25
1740,2016-05-24
1741,2016-05-23
1742,2016-05-22
1743,2016-05-21
1744,2016-05-20
1745,2016-05-19
1746,2016-05-18
1747,2016-05-17
1748,2016-05-16
1749,2016-05-15
1750,2016-05-14
1751,2016-05-13
1752,2016-05-12
1753,2016-05-11
1754,2016-05-10
1755,2016-05-09
1756,2016-05-08
1757,2016-05-06
1758,2016-05-05
1759,2016-05-04
1760,2016-05-03
1761,2016-05-02
1762,2016-05-01
1763,2016-04-30
1764,2016-04-29
1765,2016-04-28
1766,2016-04-27
1767,2016-04-26
1768,2016-04-25
1769,2016-04-24
1770,2016-04-23
1771,2016-04-22
1772,2016-04-21
1773,2016-04-20
1774,2016-04-19
1775,2016-04-18
1776,2016-04-17
1777,2016-04-16
1778,2016-04-15
1779,2016-04-14
1780,2016-04-13
1781,2016-04-12
1782,2016-04-11
1783,2016-04-10
1784,2016-04-09
1785,2016-04-08
1786,2016-04-07
1787,2016-04-06
1788,2016-04-05
1789,2016-04-04
1790,2016-04-03
1791,2016-04-02
1792,2016-04-01
1793,2016-03-31
1794,2016-03-30
1795,2016-03-29
1796,2016-03-28
1797,2016-03-27
1798,2016-03-26
1799,2016-03-25
1800,2016-03-24
1801,2016-03-23
1802,2016-03-22
1803,2016-03-21
1804,2016-03-20
1805,2016-03-19
1806,2016-03-18
1807,2016-03-17
1808,2016-03-16
1809,2016-03-15
1810,2016-03-14
1811,2016-03-13
1812,2016-03-12
1813,2016-03-11
1814,2016-03-10
1815,2016-03-09
1816,2016-03-08
1817,2016-03-07
1818,2016-03-06
1819,2016-03-05
1820,2016-03-04
1821,2016-03-03
1822,2016-03-02
1823,2016-03-01
1824,2016-02-29
1825,2016-02-28
1826,2016-02-27
1827,2016-02-26
1828,2016-02-25
1829,2016-02-24
1830,2016-02-23
1831,2016-02-22
1832,2016-02-21
1833,2016-02-20
1834,2016-02-19
1835,2016-02-18
1836,2016-02-17
1837,2016-02-16
1838,2016-02-15
1839,2016-02-14
1840,2016-02-13
1841,2016-02-12
1842,2016-02-11
1843,2016-02-10
1844,2016-02-09
1845,2016-02-08
1846,2016-02-07
1847,2016-02-06
1848,2016-02-05
1849,2016-02-04
1850,2016-02-03
1851,2016-02-02
1852,2016-02-01
1853,2016-01-31
1854,2016-01-30
1855,2016-01-29
1856,2016-01-28
1857,2016-01-27
1858,2016-01-26
1859,2016-01-25
