Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
desc.txt,1,3238324,73.52,76.90,40.03,55.33,19.16,20.25,82.73,50.02,14.36,10.54,5.34,0.64,2.13,0.92,1.51,3.82,6.96,13.17,7.67,3.09,6.05,1.12,14.72,2.97,1.61,0.98,2.97,1.53,2.73,2.08,0.51,0.12,0.06,0.07,13.11,0.07,0.27,0.44,0.66,8.55,2.04,1.22,1.51,1.94,1.15,2.06,1.66,0.66,0.80,0.15,0.36,0.07,0.20,0.03,0.06,5.89,1.55,1.47,1.87,1.22,0.29,5.68,7.24,1.39,12.48,2.28,5.50,5.44,7.18,0.64,0.54,3.12,0.03,0.01,0.55,0.01,0.22,0.21,0.09,0.01,15.20,5.96,3.04,0.66,0.68,0.36,0.19,0.97,0.52,0.61,0.89,1.32
