,scammer,total,closed
410,https://voxya.com/company/glocal-healthcare-ghspl-mdpr-superspeciality-healthcare-lllp-complaints/14181,1,0
411,https://voxya.com/company/link-star-complaints/14159,3,0
412,https://voxya.com/company/prospexa-tech-complaints/14092,1,0
413,https://voxya.com/company/magnum-cargo-pvt-ltd-pune-complaints/14011,1,0
414,https://voxya.com/company/navratnaindia-complaints/14034,2,0
415,https://voxya.com/company/silverstone-data-type-management-complaints/13945,1,0
416,https://voxya.com/company/easy-build-technology-complaints/13969,1,0
417,https://voxya.com/company/information-it-&-technology-group-complaints/13966,1,0
418,https://voxya.com/company/assoftech-complaints/13957,1,0
419,https://voxya.com/company/digitizejob.com-complaints/13418,1,0
420,https://voxya.com/company/gargi-agriculture-research-and-training-institute-complaints/12102,1,0
421,https://voxya.com/company/infystrat-complaints/1230513,1,1
422,https://voxya.com/company/eprofessionalcv-complaints/1230296,1,1
423,https://voxya.com/company/motadata-complaints/1230081,1,1
424,https://voxya.com/company/qnet-vihaan-india-pvt-ltd-complaints/1217218,21,7
425,https://voxya.com/company/skillathon-complaints/1229999,1,1
426,https://voxya.com/company/byjus-ias-complaints/1226236,4,1
427,https://voxya.com/company/mindarray-systems-private-limited-complaints/28390,1,1
428,https://voxya.com/company/awign-internship-complaints/10182,18,9
429,https://voxya.com/company/shine-learning-recruitment-complaints/1218860,4,1
430,https://voxya.com/company/naukari.com-complaints/16496,9,4
431,https://voxya.com/company/jumbo-jobs-hyderabad-complaints/16816,4,1
432,https://voxya.com/company/earn-2-job-money-gmail-com-complaints/1225465,1,1
433,https://voxya.com/company/v-jobs-complaints/1206655,5,3
434,https://voxya.com/company/qnet-vihaan-india-pvt-ltd-complaints/1217218,21,7
435,https://voxya.com/company/y-axis-overseas-consultant-complaints/1221736,1,1
436,https://voxya.com/company/naukri-fraud-call-complaints/1220058,3,1
437,https://voxya.com/company/naukri.com-complaints/5950,69,20
438,https://voxya.com/company/freelancerind-technology-private-limited-complaints/399063,1,1
439,https://voxya.com/company/pranali-gavre-complaints/1221523,1,1
440,https://voxya.com/company/careers-assistance-complaints/1221193,1,1
441,https://voxya.com/company/employcraft.com-complaints/14863,11,8
442,https://voxya.com/company/employ-craft-complaints/1201977,1,1
443,https://voxya.com/company/zeetech-management-and-marketing-private-limited-complaints/241155,2,1
444,https://voxya.com/company/service-force-tech-solutions-private-limited-complaints/720290,2,1
445,https://voxya.com/company/gigolo-complaints/1211639,1,1
446,https://voxya.com/company/ideal-world-jobs-for-home-business-complaints/1219402,1,1
447,https://voxya.com/company/sagesse-international-services-complaints/1212087,3,1
448,https://voxya.com/company/shine-com-haryana-complaints/1218675,1,1
449,https://voxya.com/company/onlinedataentrysjobs-com-complaints/1218671,1,1
450,https://voxya.com/company/qnet-vihaan-india-pvt-ltd-complaints/1217218,21,7
451,https://voxya.com/company/dream-makers-global-private-company-coimbatore-complaints/18805,2,1
452,https://voxya.com/company/data-manufacturing-systems-complaints/1217549,1,1
453,https://voxya.com/company/quikr-placement-complaints/1218478,1,1
454,https://voxya.com/company/anitext-digital-company-complaints/1218206,4,1
455,https://voxya.com/company/shine.com-complaints/15535,25,10
456,https://voxya.com/company/qnet-vihaan-india-pvt-ltd-complaints/1217218,21,7
457,https://voxya.com/company/modicare-complaints/14271,3,1
458,https://voxya.com/company/wowcorp-discounting-and-marketing-solutions-(opc)-private-limited-complaints/335540,1,1
459,https://voxya.com/company/pasfar-technologies-priva-complaints/1216410,11,4
460,https://voxya.com/company/suv-solutions-complaints/1216877,3,1
461,https://voxya.com/company/truelancer-com-complaints/1217841,1,1
462,https://voxya.com/company/naukri.com-complaints/5950,69,20
463,https://voxya.com/company/eps-form-filling-company-complaints/1217789,1,1
464,https://voxya.com/company/naukri-complaints/198,14,4
465,https://voxya.com/company/synosoft-tech-complaints/1217748,1,1
466,https://voxya.com/company/shine.com-complaints/15535,25,10
467,"https://voxya.com/company/mcnally-bharat-engineering-company-limited,-new-town,-kolkata-complaints/9299",1,1
468,https://voxya.com/company/shine.com-complaints/15535,25,10
469,https://voxya.com/company/qnet-and-vihaan-direct-marketing-complaints/1213652,7,5
470,https://voxya.com/company/qnet-vihaan-india-pvt-ltd-complaints/1217218,21,7
471,https://voxya.com/company/elentrus-infotech-pvt-ltd-complaints/1213611,3,2
472,https://voxya.com/company/qnet-india-vihaan-direct-selling-india-pvt-ltd-complaints/1208156,21,6
473,https://voxya.com/company/euro-technologies-pvt-ltd-complaints/1217234,1,1
474,https://voxya.com/company/early-salary-complaints/10275,15,5
475,https://voxya.com/company/qnet-and-vihaan-direct-marketing-complaints/1213652,7,5
476,https://voxya.com/company/qnet-complaints/1206034,12,5
477,https://voxya.com/company/martdreams-private-limited-complaints/1216752,1,1
478,https://voxya.com/company/deaxis-data-entry-complaints/1216710,1,1
479,https://voxya.com/company/martdreams-online-services-private-limitted-complaints/9837,7,4
480,https://voxya.com/company/job-termination-complaints/1216575,1,1
481,https://voxya.com/company/https-www-amicicorp-net-complaints/1216549,1,1
482,https://voxya.com/company/suhas-mankame-complaints/1216429,1,1
483,https://voxya.com/company/cnp-solution-captcha-filling-complaints/1216340,1,1
484,https://voxya.com/company/cvp-kalewadi-institut-complaints/1216228,1,1
485,https://voxya.com/company/com-complaints/1216129,1,1
486,https://voxya.com/company/naukri-com-complaints/1209772,16,8
487,https://voxya.com/company/pf-office-complaints/9523,1,1
488,https://voxya.com/company/qnet-and-vihaan-direct-marketing-complaints/1213652,7,5
489,https://voxya.com/company/employcraft.com-complaints/14863,11,8
490,https://voxya.com/company/sunira-jobs-and-consultancy-pvt-ltd-complaints/1215621,1,1
491,https://voxya.com/company/narayana-etechno-school-chennai-complaints/1215546,1,1
492,https://voxya.com/company/employcraft.com-complaints/14863,11,8
493,https://voxya.com/company/complaint-against-fraud-job-complaints/1215446,1,1
494,https://voxya.com/company/data-entry-job-complaints/1215275,1,1
495,https://voxya.com/company/employcraft.com-complaints/14863,11,8
496,https://voxya.com/company/naukarifast-forwards-complaints/1214806,1,1
497,https://voxya.com/company/early-salary-complaints/10275,15,5
498,https://voxya.com/company/naukri-complaints/198,14,4
499,https://voxya.com/company/ageis-complaints/1213769,1,1
500,https://voxya.com/company/manoevure-the-career-signature-complaints/1213623,1,1
501,https://voxya.com/company/manoeuvre-the-career-signature-complaints/1213604,1,1
502,https://voxya.com/company/achyutas-soft-private-limited-hyderabad-complaints/1213384,1,1
503,https://voxya.com/company/medical-career-academy-complaints/1213244,1,1
504,https://voxya.com/company/reelabs-pvt-ltd-complaints/1213131,1,1
505,https://voxya.com/company/gm-infoservice-complaints/1213130,3,3
506,https://voxya.com/company/mayur-ply-industries-private-limited-complaints/237557,1,1
507,https://voxya.com/company/sanjay-kumar-shorav-kumar-and-pawan-brothers-complaints/1212810,1,1
508,https://voxya.com/company/ebiz-com-pvt-ltd-complaints/1209937,3,2
509,https://voxya.com/company/byjus-complaints/9823,116,91
510,https://voxya.com/company/statistical-package-skills-development-institute-complaints/1210691,1,1
511,https://voxya.com/company/design-source-international-complaints/1210610,1,1
512,https://voxya.com/company/cross-way-technology-complaints/1210592,1,1
513,https://voxya.com/company/quikr-job-complaints/1210053,3,2
514,https://voxya.com/company/market-clinic-com-complaints/1209589,1,1
515,https://voxya.com/company/careersbuzz.in-complaints/1210617,2,1
516,https://voxya.com/company/jpr-webs-complaints/1208898,1,1
517,https://voxya.com/company/careersmoves-complaints/1208732,2,1
518,https://voxya.com/company/shine.com-complaints/15535,25,10
519,https://voxya.com/company/eviqe-enterprise-complaints/1207882,2,2
520,https://voxya.com/company/eviqe-enterprises-complaints/1207504,4,3
521,https://voxya.com/company/jp-solution-company-complaints/1207817,1,1
522,https://voxya.com/company/wentage-complaints/1207707,1,1
523,https://voxya.com/company/appsquadz-technology-complaints/1207656,1,1
524,https://voxya.com/company/ecomet-service-banipark-jaipur-complaints/1207643,2,2
525,https://voxya.com/company/awign-enterprise-complaints/1207609,3,1
526,https://voxya.com/company/eviqe-enterprises-complaints/1207504,4,3
527,https://voxya.com/company/m-way-shop-complaints/1200991,2,2
528,https://voxya.com/company/www-adsmacro-com-complaints/1207115,1,1
529,https://voxya.com/company/careersbuzz-in-complaints/1205143,2,1
530,https://voxya.com/company/computercomplex.org-complaints/1200579,1,1
531,https://voxya.com/company/iway-complaints/1200266,1,1
532,https://voxya.com/company/icglobetechsolutions-complaints/1200218,1,1
533,https://voxya.com/company/emplyeecraft-complaints/1200205,1,1
534,https://voxya.com/company/awign-internship-complaints/10182,18,9
535,https://voxya.com/company/noesis-incorporated-complaints/18505,5,2
536,https://voxya.com/company/shine.com-complaints/15535,25,10
537,https://voxya.com/company/global-upside-complaints/18098,1,1
538,https://voxya.com/company/captique-service-complaints/16605,6,4
539,https://voxya.com/company/jyotsna-hr-management-pvt-ltd-complaints/11219,3,1
540,https://voxya.com/company/captique-services-complaints/16503,8,2
541,https://voxya.com/company/jumbo-jobs-complaints/16939,1,1
542,https://voxya.com/company/quantic-soft-solutions-(i-network)-complaints/16727,6,3
543,https://voxya.com/company/naukriplace.com-complaints/15786,8,2
544,https://voxya.com/company/naukri.com-complaints/5950,69,20
545,https://voxya.com/company/vinnwealth-complaints/16430,2,1
546,https://voxya.com/company/awign-internship-complaints/10182,18,9
547,https://voxya.com/company/nbj-infotech-complaints/13884,5,2
548,https://voxya.com/company/consultancy-complaints/6994,1,1
549,https://voxya.com/company/euphoric-kids-ivy-estate-complaints/16144,1,1
550,https://voxya.com/company/dsc-limited-complaints/15976,1,1
551,https://voxya.com/company/galaxy-global-school-complaints/15966,1,1
552,https://voxya.com/company/firstsource-solutions-complaints/15890,1,1
553,https://voxya.com/company/typejobs.in-complaints/15151,13,3
554,https://voxya.com/company/job4india-complaints/15481,7,3
555,https://voxya.com/company/type-jobs-complaints/14452,1,1
556,https://voxya.com/company/employcraft.com-complaints/14863,11,8
557,https://voxya.com/company/freshersworld.com-complaints/14670,2,2
558,https://voxya.com/company/multicity-chit-fund-private-limited-complaints/12092,1,1
559,https://voxya.com/company/euphoric-kids-ivy-estate-pune-complaints/14318,1,1
560,https://voxya.com/company/shine-hunts-complaints/13799,2,1
561,https://voxya.com/company/pexiv-complaints/13218,4,1
562,https://voxya.com/company/uni-modern-tooling-solution-private-ltd-complaints/14103,1,1
563,https://voxya.com/company/appolo-hospital-complaints/14068,1,1
564,https://voxya.com/company/afflatus-creative-solutions-pvt-ltd-complaints/10513,2,2
565,https://voxya.com/company/rich-live-trade-complaints/14048,1,1
566,https://voxya.com/company/adsmacro.com-complaints/14036,29,7
567,https://voxya.com/company/job-on-the-spot-complaints/13939,1,1
